COURSE_NO,COURSE_TITLE,BILL_HR_LOW,BILL_HR_HIGH,COLLEGE,DEPT,LEVEL,GRADE_MODE,SCHEDULE_TYPE,AVAILABILITY,PRE_REQ,DESCRIPTION
ENGL327,Discourse Analysis,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,ENGL157 OR ENGL373 ,"Discourse Analysis is the study of spoken or written, naturally occurring language use. While much of linguistics focuses on abstract linguistic structure, this course will focus on the things we do with language, including telling stories, holding a conversation, and carrying out forms of interaction specific to particular kinds of social encounters (like courtroom proceedings, doctor-patient consultation, classroom interaction, talk show radio chat). The patterns we find in discourse can tell us something about the social world around us."
ENGL328,Drama,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,ENGL158 OR ENGL248 ,"This course introduces students to the genre of drama and its basic characteristics, beginning with the model of Greek tragedy and a study of Aristotle's Poetics. It will also introduce them to the evolution and development of English drama through its most significant phases. Students will study how plays reflect their respective ages and overarching theme of man vs. fate/destiny, as well as man vs. society."
ENGL330,The Short Story,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",ENGL158 OR ENGL248 ,"This course is designed to introduce students to the genre of the short story and its various types. The texts are selected from the works of well-known American & English writers and vary in length, theme, and technique. Close reading and in-depth analysis of the stories will be applied to enhance the students’ knowledge, experience, and skill in critiquing a fictional prose text. The literary elements of short fiction, a brief history of the short story, and writing analytical essays—are all components of the course. Students are required and expected to read fully the original texts of approximately 18 to 20 stories and apply critical thinking in study and discussions. The selection should include a variety of short story genres, types, themes, styles, and techniques."
ENGL332,The Novel,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL158 OR ENGL248 ,"This course introduces students to the English novel as a literary genre, exploring not only the various elements that make up the novel (plot, characterization, time, voice or narrative perspective, narrative techniques, theme, etc.) but also its development in historical, cultural, and thematic contexts. Students also explore timeless moral and ethical questions probed by great novelists. After an introduction to the English novel and its development, the course concentrates on the epoch of great English novels, particularly in the nineteenth and twentieth century, and provides the students with close reading of selected novels. In exploring the stories of these books through the eyes of the storytellers, we will learn more about both the stories themselves and the narrators’ biases, vision, ‘world view’, agendas, or simply the lens through which they perceive the world."
ENGL353,Sounds of English,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",ENGL157 ,"An introduction to the sounds of English. Topics covered include: segmental phonology (the “letter” sounds of English); syllable structure, stress, and intonation; the articulation of English sounds, including components of the human vocal tract that contribute to these sounds; basics about the different varieties of English (e.g., American English compared to British English); and differences between the sounds of English and Arabic (e.g., English vowels and consonants not in Arabic)."
ENGL354,Structure of the English Lang.,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",ENGL157 ,"An introduction to the structure of English language, aiming to develop in students the ability to analyze and describe morphological, syntactic, and semantic structures in English. In morphology, it examines the structure of English words and the processes that generate them. In syntax, it explores the structure and parts of sentences. For semantics, topics include meaning relations between lexical items, semantic concepts including sense relations, prototypes, semantic fields, idiomatic expressions, and the relationship between word meaning and sentence meaning."
ENGL370,American Literature,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL248 OR ENGL215 OR ENGL156 ,"This course aims to introduce students both to major themes and ideas in American literature and to significant American authors. Issues to be dealt with will include slavery, the idea of the frontier and the development of a national identity. Example s of 19th and 20th century poetry and fiction will be taken from such authors as Dickinson, Twain, Hawthorne, Poe, Fitzgerald, Whitman, and Melville."
ENGL373,Introduction to Linguistics,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"The course deals with the levels of linguistic analysis: phonetics, phonology, morphology, syntax, and semantics. Data from numerous languages are used to introduce the students to the methods of analysis in phonology and morphology, but English is used to exemplify syntactic analyses and hypotheses, and semantic concepts. Extensive use of practical exercises will help the students to understand theoretical notions and learn how to approach language in a scientific way."
ENGL375,Poetry,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL248 OR ENGL156 ,"This course has two objectives: to familiarize students with critical terms required for the analysis of poetry and to introduce them to poetry written in English from the Medieval through the Romantic Period.  The course includes discussions of the genres of poetry, such as the folk and literary ballad, lyrical verse, the sonnet, satire, and ode.  "
ENGL390,Sociolinguistics,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"The course provides an introduction to language in its social context, focusing on uses and users of language. Topics include: social class, ethnic group, gender, language attitudes, bilingualism, language contact, and dialects.   "
ENGL393,Twentieth Century Literature,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,ENGL158 OR ENGL248 ,"This course is designed to introduce students to modernist poetry and prose. Modernism’s challenge to literary form will be related to its historical, intellectual and ideological contexts. Combining approaches to the experimental form of both poetry and prose, the course will encourage students to relate the aesthetic concerns of modernist writers to aesthetic trends in the period more generally. Writers from the Modernists canon such as Woolf, Joyce, Pound and Eliot will be studied, as well as lesser-known but equally influential figures such as H.D. The course takes an international perspective, reflecting modernism’s own transatlantic cosmopolitanism. Key concepts such as gender and politics will also be studied as they relate to and influence modernist writing. Beginning with the differing genres of nineteenth-century poetry, the course allows students to trace the revolutions in poetic expression throughout the twentieth century and how they reflect the changing ideologies of the time."
ENGL400,Women’s Literature,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,ENGL158 OR ENGL248 ,"This course offers a survey of key women's writings from the medieval period until the twentieth century, and also involves the discussion and study of particular feminist themes. These include issues such as women's self-image and finding a voice; definitions of female identity; challenging patriarchy & traditional culture; the role of gender in the production of literature; literary characteristics of women's writings; the emergence of feminist criticism. The selected readings range from creative works to influential foundational tracts."
ENGL401,Speech Sciences,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,ENGL216 OR ENGL246 ,"This is a comprehensive course, which teaches the core material of the three areas of speech science: speech production, hearing, and speech perception. The course opens with a unit on basic research skills, techniques, and basic statistics. It then proceeds to the unit on Speech Production, which addresses the anatomy and physiology of speech. This course provides students with the necessary expertise and experience to work in a speech lab, or to proceed to graduate studies in the speech sciences."
ENGL402,Text and Film,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,ENGL158 OR ENGL248 ,"This course provides an interdisciplinary study of literature and film. It examines the relations in the context of word and image debates, interart discourse, theories of adaptation, theoretical trends in the humanities, and the problem of turning texts into moving images. The course offers a theoretical introduction to questions of representation and issues of iconology, before dealing with the novel / film debate and theories of adaptation. The course explores different strategies of adaptation and narrative transformation, and choices open to film-making."
ENGL403,Field Methods,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,ENGL157 OR ENGL373 ,"This course gives students first-hand experience and training in linguistic fieldwork, including data archiving, data preprocessing, and linguistic analysis of a non-Western language. The course covers basic research techniques in the form of guided elicitation sessions in class with a language consultant who is a native speaker of the language of study. Phonological, morphological, syntactic, or semantic structures are elicited and analyzed by the students in a research paper which they submit at the end of the course."
ENGL404,Modernism,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,ENGL158 OR ENGL248 ,"This course is designed to introduce students to modernist poetry and prose. Modernism’s challenge to literary form will be related to its historical context and formal analysis. The course takes an international perspective, reflecting modernism’s own transatlantic cosmopolitanism. Beginning with the differing genres of nineteenth-century poetry, the course allows students to trace the revolutions in poetic expression throughout the twentieth century and how they reflect the changing ideologies of the time."
ENGL406,Post-Modernism,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL158 OR ENGL248 ,"This course provides an introduction to postmodernism and its critics, focusing on novels and films. Learning about concepts and techniques deployed in novels and films, and demonstrate their destabilizing rhetorical and visual effects. The course will include a discussion of a number of literary concepts such as intertextuality, metafiction, selfreflexivity, parody, pastiche and collage. We will also explore how postmodern concepts and techniques can be traced in other disciplines such as architecture, visual arts, film, and technological innovations."
ENGL408,Post-Colonial Literature,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,ENGL158 OR ENGL248 ,"This course introduces a clear definition of the field and an historical account of its development, and culminates the application of this method of analysis to selected works of colonial and postcolonial literature. It will introduce students to the shift from history to geography which in turn brought the question of power, hegemony and representation into focus. It also includes in the range of its inquiry the comparison of different types of art."
ENGL423,Seminar in Linguistics,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL157 OR ENGL373 ,"This course provides students with the opportunity to read and discuss primary research articles in detail, on a topic not covered in the program’s regularly scheduled linguistics courses. The specific topic will be selected by the instructor. Students will read and discuss seminal articles on the topic chosen by the instructor. Student evaluation will be based on their critical response papers to article and their level of participation in the seminar meeting discussions."
ENGL424,Modern Drama,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL158 OR ENGL248 ,This course analyzes modern plays from the late 19th and the 20th centuries. Selected texts of European drama are studied not only for their aesthetic traits but also innovation. The most significant of these crises is the breakdown of traditions that defined individuals and their relationships to society and culture. Modern drama illustrates individual disillusionment with ideals and historical meaning. We will therefore consider what drama in particular has to offer now and in the future.
ENGL425,Topics in Linguistics,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,ENGL157 OR ENGL373 ,"The aim of this course is to introduce students to special and/or new-trends issues in the study of language at both formal and functional levels. This is meant to keep up with new developments in the field of linguistics without having to change or modify the study plan. It is also meant to provide the students with the chance to pursue a topic relevant to their academic interests that is not offered as a regular course in the program. The course adopts an in-depth approach in which the background and the development of an issue is presented and discussed in a format similar to that of other courses in the program. Although this course is offered under the rubric of ‘Topics in Linguistics’, a specific topic is tagged on to it every time it is offered. The instructor provides a rationale for the selection of a given topic, and its relevance to the program and to the students’ potential interests is particularly highlighted. A basket of proposed topics is annually reviewed by the Department. When a topic is approved for inclusion in the course offerings, the instructor is required to present a fully-fledged course description as it is the case with other courses in the program."
ENGL426,Children’s Literature,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",ENGL158 OR ENGL248 ,"This course will introduce students to the wide variety of literature for children, including poetry, plays, picture-books and prose. We will look at the origins of children’s literature in fairy tales, folk lore and the oral rhythms of nursery rhyme and song. Students will study the differing approaches to the psychology, literacy and individual development found in writing for children."
ENGL428,Topics in Literature,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,ENGL158 OR ENGL248 ,"This course introduces students to special and/or new-trends in the study of literature. Students with have the chance to pursue a topic relevant to their academic interests that is not offered as a regular course in the program. Although this course is offered under the rubric of ‘Topics in Literature’, a specific topic is tagged on to it every time it is offered."
ENGL441,English Syntactic Structure,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL373 OR ENGL310 ,This course introduces the students to the categories and principle structures of English syntax.  The course reviews the morpheme and the word but concentrates on phrase and sentence structures. It also introduces the students to the methods of syntactic analysis and provides them with extensive practical exercises to understand theoretical notions and learn how to approach the syntactic system of English in a scientific way.
ENGL442,Capstone-Integrated Skills,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"This course provides an introduction the analysis of spoken and written texts in context. Students will be encouraged to collect, transcribe, and analyze features of conversations, lectures, explanations, interviews, descriptions, and other types of written and spoken texts while reading and discussing theoretical notions underlying language use in English, and identify features of cohesion, involvement, coherence, structure, rhythm, prosody and others.  "
ENGL444,Seminar in Lang & Linguistics,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL373 OR ENGL310 ,"This seminar allows students to specialize in one of several areas of study: language and linguistics.  Common training will be given in the correction and presentation of data for a research paper, with students examining models and completing exercises.  The later part of the course will take the form of tutorial groups, and presentations, according to specialization.    "
ENGL445,Topics in Linguistics,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,(ENGL373 OR ENGL310 ),"This course provides an in-depth exposé to some of the areas in linguistics that fall outside the core areas of linguistic structures.  These include historical linguistics: language history and change, and language comparison; socio-linguistics: language variation and language contact; computational linguistics: computers and language analysis, and translation.  It may also deal with recent developments in linguistic theory and more advanced issues of linguistic analysis.  "
ENGL446,Semantics,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL373 OR ENGL310 ,"The aim of the course is to examine the nature and scope of semantics.  Attention will be given to such topics as Context, Reference and Denotation, Lexical Semantics: Fields and Collocation, Sense Relations, Semantics and Grammar, Utterance Meaning, Semantics and Logic.  Set texts will be mostly in the form of a discussion of general principles applied to some data, followed by a number of exercises."
ENGL448,Independent Study,1,3,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",,Studies arranged with an instructor to enable the student to make up for an insufficient number of credit hours required for graduation.
ENGL449,Capstone (Integrated Skills),3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL375 OR ENGL318 ,"Students take this course at the first or second terms of their senior year in the DELL program. In this course, students embark on a research project under the supervision of their instructors. To enhance their collaboration skills, more than one student may embark on one project.  Although students are given the liberty to select their individual/ collective project, the approval and guidance of instructors is practiced. Specifically, the Capstone project is supposed to reflect the skills and training undertaken throughout the DELL program.  Students’ performance is supposed to reflect, in addition to their professional writing and presentation skills, the ability to conduct  a goal oriented and methodical research. Specifically, a research question, goal, methodology, and critical analysis of results are highlighted."
ENGL451,Modern Drama,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL377 OR ENGL313 ,"This course focuses on later drama from the nineteenth and twentieth centuries.  Selected texts from Continental, English, and American drama are studied not only for their aesthetic traits but also for the ways they illustrate cultural crises.  The most significant of these crises is the breakdown of traditions that defined individuals and their relationships to society and culture.  Modern drama illustrates individual disillusionment with ideals and historical meaning.  "
ENGL453,History of English Literature,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,This course incorporates the developments in English literature up to the Modern Period.  It relates the various trends and movements in English literature to their social and cultural contexts.  This course provides a wide variety of critical and historical background information relevant to studies in English literature.
ENGL490,Shakespeare,3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,ENGL248 ,"Our larger goal in this course is first and foremost to think with Shakespeare. By this I mean reading Shakespeare’s plays in order to address questions of ongoing theoretical and practical urgency, in dialogue with but not constrained by the horizons of Shakespeare’s world. Shakespeare: a theatre of evil is designed to expose students to Shakespeare's darkest plays and Thought. Using contemporary criticism as a point of entry, this course will establish how and why the question of evil is pervasive throughout Shakespeare’s work. No writer has indeed surpassed Shakespeare in capturing the essence of evil. Shakespeare's great evildoers—such as Iago in Othello, Edmund in King Lear, Macbeth, and Claudius in Hamlet—are at once believably human and cosmically representative of a battle between good and evil. Trying to answer ""the question of evil in Shakespeare"" provides an opportunity for glimpsing into the heart of the human condition.  The plays will be both studied as distinguished writing and as scripts for performance as several of them have been reconceived for the big screen. This subject is also at the junction of Literature and  Cinema as well as other art-forms such as paintings of the Renaissance period. The course has as its aim to offer an innovative interdisciplinary analysis of Shakespeare as well as an overview of current philosophical approaches. Finally, the course argues for the critical importance of thinking Shakespeare now. We will therefore  consider what Shakespeare has to offer now and in the future and how our past still informs our present and vice versa.   Plays include Macbeth, Othello, Hamlet, and King Lear, supplemented by readings in Shakespearean criticism and in contemporary theory"
ENGL499,Capstone (Integrated Skills),3,,Arts and Sciences,English Lit & Linguistics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","SP-Senior Project , ","F,S",,"Students take this course at the first or second terms of their senior year in their program. In this course, students embark on a research project under the supervision of their instructors. To enhance their collaboration skills, more than one student may embark on one project. Although students are given the liberty to select their individual/ collective project, the approval and guidance of instructors is practiced. Specifically, the Capstone project is supposed to reflect the skills and training undertaken throughout the DELL program. Students’ performance is supposed to reflect, in addition to their professional writing and presentation skills, the ability to conduct a goal oriented and methodical research. Specifically, a research question, goal, methodology, and critical analysis of results are highlighted."
ENGLR100,Developmental English,0,3,Foundation Program,English For Foundation,"(UG) - Undergraduate , ","(P) - Pass/Fail , ","LL-Lecture/Lab , ",F,,"The course ENGL R100 prepares students with lower English proficiency levels for English 110. Methodologies are used that allow all four-language skills to be accessed and practiced through rich and interesting activities that engage the learner. Fieldtrips that contextualize concepts and allow learners access to authentic language are offered to reinforce the themes of the units. Tasks, tests and exams are used to evaluate the students’ attainment of outcomes during and at the end of the course. EnglR100 is taken as Pass/Fail. Students must achieve 70% or more in the course in order to pass."
ENVS180,Man & Environment,2,3,Arts and Sciences,Biological & Environmental Sci,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,1-Environment Identification – Available Natural Resources  2-Environment and Ecosystem 3-Sustainable Development 4-Atmosphere Layers 5-Air Pollution 6-Water Pollution 7-Solid and Hazardous wastes 8-Global Environmental Changes and Human Health 9-Renewable Energy and Conservation
ENVS181,Mankind & Biosphere,2,,Arts and Sciences,Biological & Environmental Sci,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,1. Population and Consumption 2. The Problem of Overpopulation 3. Land and Food resources 4. Human Behavior and its effects on food quality 5. Environment and Human Health
EPSY201,Introduction to Psychology,3,,Education,Psychological Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",,"The course provides students with introductory knowledge and skills about the basic principles, methods, and areas of psychology, such as learning, memory, emotion, perception, physiological, developmental, intellectual, social, and abnormal. The aim of this course is to provide students with a basic overview of psychology as behavioral science and to help them develop a more comprehensives and accurate understanding behavior."
EPSY205,Social Psychology,3,,Education,Psychological Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",,"Social Psychology is the scientific study of the way in which people’s thoughts, feelings, and behaviors are influenced by the real or imagined presence of other people. This course will focus on three major categories: (a) thinking about the self and the others,(b) evaluating persons and relationship, and (c) interacting with other people. Thinking about the self. Evaluating persons and relationships involves attitudes, attitude change, prejudice, interpersonal attraction, and close interpersonal power, and groups."
FEDU400,Management of Learning Environ,3,,Education,Educational Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,FEDU211 ,"This Course is intended to provide the student with knowledge, skills, and disposition attributes related to management, learning environment. It would also provide him with basic concepts, dimension of learning management, the new trends and strategies in learning management. Problems of learning management and how to deal with it."
FINA114,Principles of Finance,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,MAGT112 AND STAT222 AND ACCT111 ,"Basic concepts and techniques relating to identification of business financial needs and their sources, with particular emphasis on financial analysis, planning and control, as well as investment decisions relating to working capital."
FINA201,Principles of Finance,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(N) - Standard Letter N , (S) - Standard Letter , ","LC-Lecture , ","F,S",ACCT110 AND (MAGT112 OR MAGT101 ),"This course emphasizes the financing and investment decisions of the financial manager. Topics include financial analysis, planning and control, working capital management, time value of money, risk and return, valuation of bonds and stocks, capital budgeting, and cost of capital."
FINA300,Entrepreneurial Finance,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"The course provides students with the necessary knowledge about the  vital role of finance for new ventures and the contribution of financing  methods in enhancing the new ventures growth and survival rates. The  course covers a variety of topics including access to finance for  entrepreneurs and different financing methods such as equity finance and  banking finance. Moreover, students will be able to prepare the financial  plan for new ventures and evaluate the investment projects."
FINA301,Corporate Finance,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",FINA201 ,"This course provides an in-depth analysis of financial decisions involving investment in capital assets and the selection of internal and external sources of long-term funds. Topics include capital budgeting techniques, risk analysis, capital structure, dividend policies, mergers and acquisitions."
FINA302,Investments,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",FINA201 AND (STAT220 OR STAT155 ),"This course examines alternative investment instruments and environments. This course provides an introduction to risk and return; asset pricing models; portfolio choice; analysis and valuation of bonds, stocks, options, and futures; and, the workings of exchanges and regulations."
FINA303,Fin Markets &  Inst,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",FINA201 ,"This course examines the operations, mechanics and structure of the financial system. Topics include commercial banking, non-bank financial institutions, money and capital markets, and the impact of monetary policy on financial institutions.  An introduction to the international financial system is also provided."
FINA304,International Finance,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,FINA302 OR MAGT306 OR (FINA201 AND MAGT304 ),"This course surveys techniques of investment analysis and portfolio management within an international context. Topics include International monetary environment and institutions, determinants of foreign exchange rates and risk management, valuation and portfolio analysis of international stocks and bonds, and foreign investment analysis"
FINA305,Public Finance Application,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"Financial functions of public administration at state level. Analytical presentation of the financial decision making process, financial planning, and financial welfare. Analyzing the financial structure for both internal and external sources. Applying the financial analysis indicators and procedures to increase the financial efficiency of the state."
FINA307,Fin Inst Management,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,Concepts of financial institutions management. Main fields of decision making and methods of evaluating alternative courses of action. Commercial banks and insurance companies are emphasized.
FINA308,Financial Management,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,"Some advanced topics in the areas of financial analysis, capital investments decisions, fixed assets, financial structure, sources of capital, securities and the methods of portfolio analysis."
FINA323,Mgmt of Financial Firms,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,FINA114 ,"Approaches and policies adopted by financial institutions such as commercial banks, Islamic banks, insurance companies and investment funds. Special emphasis will be laid on management of financial firms operating in the State of Qatar."
FINA324,Inter Banking Operations,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,FINA411 ,"Managerial aspects of the international banking system, international banking activities, the organizational setup of international banking, foreign exchange risk management, international portfolio and role of multinationals."
FINA401,Portfolio Management,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",FINA302 ,"This course covers various topics related to portfolio management. Topics include diversification and portfolio theory, capital market theory, security selection and bond selection; portfolio management: revision of equity portfolio and fixed-income portfolio, risk management with derivative securities, performance evaluation, and portfolio manager’s duties and responsibilities; integrating derivative assets and portfolio management."
FINA402,Personal Finance,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,FINA201 ,"This course provides an overview of fundamental concepts of personal finance. Topics include types of investment securities, retirement and real estate planning, insurance planning, budgeting, credit, home ownership, and savings."
FINA403,Insurance & Risk Management,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,FINA201 AND STAT222 ,"This course addresses and examines the basic risk theory and elementary risk management principles and techniques. Topics include life insurance and annuity products, property/liability insurance, life/health insurance, and selected social insurance programs, insurers and their operations, guidelines for efficient purchase and use of insurance products. Special attention is given to the attitudes of consumers towards life and general insurance in GCC countries and the role of insurance companies as non-banking financial institutions."
FINA404,Islamic Banking & Finance,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,FINA201 AND (STAT220 OR STAT155 ),"This course introduces the concept of economic behavior of a society that adheres to the Islamic doctrine; economic properties of an Islamic economy, general equilibrium and macroeconomic policies in Islamic economies, Islamic banks and finance and the role of the stock exchange in an Islamic economy. Other topics include basic differences between Islamic banks and conventional banks; financial instruments of Islamic banks; profit/loss sharing method of finance is compared with fixed interest charges. The relationship between Islamic financial institutions and the Central Bank is analyzed."
FINA405,Financial Derivatives,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",F,FINA302 ,"This course focuses on options and futures markets, investment and risk management strategies using these derivative products, and pricing of options and futures contracts. Additional coverage includes basic swap agreements and exotic options."
FINA406,Manag. of Fina. intermediaries,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,FINA302 ,"This course covers financial management of deposit and non-deposit-taking financial institutions. The course aims to have students understand and appreciate the conceptual, strategic, and risk management issues involved in managing financial intermediaries in general and banks in particular, and understand the impact of interactions of business areas on financial performance. Topics include the role and the activities of depository financial institutions, performance measurement and evaluation; asset/liability management for liquidity risk, credit risk, interest rate risk; and regulation of depository institutions."
FINA410,Financing for Entrep. Ventures,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",S,MAGT303 ,"The focus of this course is to analyze the unique financial issues which face entrepreneurial firms and to develop a set of skills that has wide applications for such situations. The course covers venture capital industry and its players, sources of financing, legal aspects of venture capital, cost of capital and valuation, investment feasibility and comparable analysis, real options, and game theory."
FINA411,Financial Management,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,FINA114 ,"Financial planning and control, as well as capital investment decisions under uncertainty, in addition to main financial policies adopted by the firm and its capital structure."
FINA416,Portfolio Analysis,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,FINA114 ,"Basic concepts related to modern portfolio theory, characteristics of securities, analysis and selection of portfolio, asset pricing model, equilibrium model and assessment of securities."
FINA420,Real Estate Finance,3,,Business and Economics,Finance and Economics,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ",,,This course introduces the main tools and methods employed to make investment and finance decisions in residential and commercial real estate assets. This course aims to value real estate and determine the financial viability of decisions related to income properties such as disposition and renovation.
